364,"Washington-Arlington-Alexandria, DC-VA-MD-WV",washingtondc,71583,nova,35798,montgomerycountymd,5629,47900,6216589
365,"Waterloo-Cedar Falls, IA",waterlooiowa,303,cedarfalls,197,,0,47940,169892
366,"Watertown-Fort Drum, NY",watertownny,166,fortdrum,36,,0,48060,114187
367,"Wausau, WI",wausau,511,,0,,0,48140,135732
368,"Weirton-Steubenville, WV-OH",steubenville,94,,0,,0,48260,118250
369,"Wenatchee, WA",wenatchee,735,,0,,0,48300,118478
370,"Wheeling, WV-OH",wheelingwv,283,,0,,0,48540,141254
371,"Wichita Falls, TX",wichitafalls,536,,0,,0,48660,151230
372,"Wichita, KS",wichita,5828,,0,,0,48260,645628
373,"Williamsport, PA",williamsport,467,,0,,0,48700,113841
374,"Wilmington, NC",wilmington,4727,,0,,0,48900,288156
375,"Winchester, VA-WV",winchester,852,,0,,0,49020,137887
376,"Winston-Salem, NC",winstonsalem,3655,,0,,0,49180,667733
377,"Worcester, MA-CT",worcesterma,3672,central_ma,914,shrewsbury,141,49340,942475
378,"Yakima, WA",yakima,926,,0,,0,49420,250193
379,"York-Hanover, PA",yorkpa,645,yorkcountypa,416,hanoverpa,70,49620,446078
380,"Youngstown-Warren-Boardman, OH-PA",youngstown,1263,,0,,0,49660,541926
381,"Yuba City, CA",yubacity,225,,0,,0,49700,173679
382,"Yuma, AZ",yuma,640,,0,,0,49740,207534
383,"Poughkeepsie-Newburgh-Middletown, NY",poughkeepsie,417,newburgh,201,beacon,171,39100,676699
384,"Twin Falls, ID",twinfalls,320,,0,,0,46300,108751
385,"Charleston, WV",charlestonwv,712,,0,,0,16620,214406
